Source (A)	Source (B)	Source (C)	posemo	negemo
634703846695140990	positive	@eckoxsoldier 'Ruben the 2nd' or 'Percy Porker' for Moo's Minecraft pet house pig?  :-D	0.00	0.00
634715048695458940	positive	Next Thursday we're helping @DerbyMakers with the free Minecraft event @derbysilkmill. Find out more here: http://t.co/0JPLBRk6Um	9.52	0.00
634954535291719040	positive	Thank you all for coming to the stream tonight! Very laid back tonight :D Tomorrow! We play Minecraft and more! :D	9.52	0.00
635014594445090050	positive	Happy Saturday Petersfield! We've just had an excellent drop of new books, everything from the new William Boyd to Minecraft!	10.00	0.00
635170748894612990	negative	My 8yr old just back talked me.. On Monday when he's at school I'm logging in to Minecraft and destroying his... http://t.co/SKrzjKq513	0.00	3.85
635180390056108030	neutral	@Maxusy Is Minecraft the only program you have issues with? If so, you may need to contact Minecraft support for your issue.	4.55	0.00
635201663767216000	neutral	What do you guys wanna see me stream tomorrow? Minecraft or Destiny?	0.00	0.00
635329988389022980	positive	Reply to this tweet with any challenge you may have or any idea's that you want me to do in Minecraft and I will make sure to do all of them	6.45	0.00
635333624968121980	positive	Minecraft still down. I will try again tomorrow! Sorry guys I know you want it back and so do!I! Till then xoxox	0.00	4.35
635337032986968060	positive	WFS Saturday is about to start! If you have a 360, Minecraft is up, &amp; we're open to viewers joining us!  http://t.co/t3K4bjxhiO	0.00	0.00
635384109972348030	positive	Trying to find Ghostbusters and/or Minecraft related gifts for Gavin's 6th birthday is proving to be a bit of a challenge. He has it all!	3.85	0.00
635510545614040960	positive	@HydroTheWuff I may get to record some Minecraft with TheKindFox so I'm super happy :) ((HUGS)) &lt;3 Did you manage to check the skype invites	15.38	0.00
635541283633806980	positive	Sunday is full of Minecraft hype on Kickback!  Can you make $100?  Pick a game at http://t.co/1wiWZNK4ZB http://t.co/WtwQt6WHnz	0.00	0.00
635733268931865980	negative	Hey guys. I got home from holiday in Ballina and realised my webcam sucks so Minecraft will be out maybe tomorrow or the next day.	0.00	4.00
635871339262409980	positive	I am now attending #insomnia55 on Friday. I'm doing a panel on making games in Minecraft! Not sure if I will stay the whole weekend yet.	3.85	0.00
636006404797656960	positive	Rugid_azz and MaribolHD the two new followers. Thanks for coming hope you guys come back tomorrow for Minecraft with the boys. Lots of fun.	12.00	0.00
636163766091186050	positive	Reserve your spot for our next Party Camp! Programming &amp; video creation with Minecraft! Starting Aug 31, grades 1-3 http://t.co/Yp7PVGmmyL	8.00	0.00
636338393945762940	positive	@Autistic_Mind @autismfather the condition even though she doesn't play Minecraft, I don't mind. I may consider applying for Senior...	5.00	0.00
636365473815265020	neutral	Not Available	0.00	0.00
636416237073997060	positive	26 August Free Kids Minecraft App Building: Creating web apps about Minecraft! http://t.co/uOZdIkVrHv http://t.co/oPa0j6eJHM	9.09	0.00
636439227933305980	positive	@tank_matt Will you be on Minecraft now? Also can't wait to see you at Insomnia! Are you there on Sunday?	0.00	0.00
636491515947261060	negative	3rd creeper base explosion because Tommy wouldn't give me everything I had ever gathered in the game. I am so done with Minecraft	0.00	0.00
636584228319271940	positive	Not Available	0.00	0.00
636586322803747970	positive	I'm not excited because a Minecraft game is coming to #WiiU. It's because it's 3rd party support and I'd love to see other TT games coming.	15.38	0.00
636706815661617020	neutral	Between watching a friend play minecraft at monday's park day + discovering Stampy Cat videos, 7yo may actually be getting into minecraft	4.76	0.00
637123654908701950	positive	@PhotonDragon13 @HarmoniCraftMC Okay sweet! I'll give it a go when I hop on Minecraft on Sunday	18.75	0.00
637200823857060990	neutral	Minecraft will not be on my Main. All the videos of things other than Halo on my main have been part of the hype build up for my 2nd channel	0.00	0.00
637275722436886020	positive	If you are curious about my wild Friday nights: I promised Liam I would play Minecraft &amp; Kennedy requested burritos for dinner.	9.09	0.00
637318243271725060	positive	@C418 May I use one of your ~amazing~ Minecraft tracks at the beginning of an interview I'm doing for my website? ( &lt; 30 seconds )	4.17	0.00
637369385372531970	positive	Parent/child 3D modeling class with MINECRAFT!  This Saturday (tomorrow), 3 pm at Austin Tinkering School, only... http://t.co/pCo2UOIedv	0.00	0.00
637373856836099970	neutral	I will be back to normal with Minecraft news/updates on Monday I don't do videos on weekends it's only if a video took long render &amp; upload	0.00	0.00
637454738410237060	positive	Watch ShelbyDenise LIVE on #kamcord. WooHoo it;s Friday! Come play Minecraft with us!: http://t.co/N4ZJwfM4cE is live come watch her play	8.00	0.00
637463434477607940	neutral	Let me know which games u want me to stream? KZ Sf, COD Ghosts or AW, I am Bread, Minecraft, Devil may cry, DCUO, Warframe? #PlayStation	0.00	7.69
637484872202910980	positive	Also tomorrow. I'm streaming a actual Minecraft game so be there. Um I'll make a thing of what I'm playing	5.00	0.00
637656658240503040	positive	Sorry for no video on Minecraft yesterday. It literally JUST UPLOADED! That video will be up on monday and i think you will enjoy it! :)	7.69	3.85
637667004409778050	positive	Not Available	0.00	0.00
637705823016324990	positive	Not Available	0.00	0.00
637764165336173950	positive	Not Available	0.00	0.00
637775827678194940	positive	I liked a @YouTube video http://t.co/Hc25RtlJkY Meet the Medic in Minecraft (April Fools)	5.88	5.88
637795598687707010	positive	Stream coming tomorrow streaming Minecraft and madden come check it out http://t.co/U9KD5G86D2	0.00	0.00
637861118392700030	neutral	Just happened its 8:33 am and I just stopped playing Minecraft at least I found diamods https://t.co/xMBy4O7sAS	4.55	0.00
638026495622017020	neutral	Sorry bout the stream last night I crashed out but will be on tonight for sure. Then back to Minecraft in pc tomorrow night.	4.17	4.17
638101685794156030	neutral	No stream tonight guys and girls! Minecraft will be tomorrow!	0.00	0.00
638131720181559040	positive	Thanks everyone for coming out to chat today. I'll be back tomorrow midday with Minecraft.	6.67	0.00
638222435817537020	positive	Not Available	0.00	0.00
638440610014167040	positive	Guys! Good news! I found the authentication URL for Minecraft which means that I may be getting it unblocked! *fingers crossed*	4.76	0.00
638543285888392960	positive	Our 4th graders are going to build missions in Minecraft. #elemcode	0.00	0.00
638858045322338050	positive	I'm going to play Minecraft tomorrow on http://t.co/Xv7AlrYDDb around 4:00 I'll be in survival at my plot my user name is ssmississippi	3.70	0.00
638874086282694020	neutral	Penicuik House rises from ashes in Minecraft: To mark the 25th national Doors Open Day, the Scottish Civic Tru... http://t.co/og01pZDUxU	0.00	0.00
639103218442764030	neutral	anyone else getting Matched 3rd party content on old Minecraft videos recently? when you play back the spot they claim theres no music?	8.70	0.00
639208241206004990	positive	Off to bed but looking forward to flumps and playing Minecraft with Martin and Chloe tomorrow...Hmmm minecraft flump? #flumplover #minecraft	4.76	0.00
639440025160167040	positive	Yesterday's Minecraft video is on the 2nd page when searching for Minecraft mods. This is good going for me :P	5.00	0.00
639510134117506940	positive	Minecraft account: Derosion @Mineplex Retweeted, may I wish best to all for the legend rank!	6.67	0.00
639625762123844990	positive	Anyway, I'm gonna make something in Minecraft for #TCMParty's 4th anniversary.  Hold on, though; my stupid PS3 is updating.  Again.	0.00	5.00
639647815761719040	positive	5th grade Ss in @DavidDllanes class study decimals with Minecraft. http://t.co/GIJx52k3Qd	0.00	0.00
639717286761373060	positive	ok, about to do a @lybootcamp workout while the kids are engrossed in Minecraft videos. Happy Friday!	11.76	0.00
639760085112232960	positive	Music and Minecraft, the best thing on a free Friday. @MsFairyViolet is streaming! OMG! Get in here! http://t.co/pxgElWx4Is	9.09	0.00
639917891463220990	positive	@AppStore plzz accept Minecraft update by at least Sunday or Monday please we are all waiting for it we all have been waiting for a month1/2	7.41	0.00
639968575021816960	neutral	Sorry for the lack of Minecraft my computer is broke so I can't play it on PC. May try to record Xbox 360 Minecraft till I get a new one.	3.33	6.67
639974830696201980	neutral	I'm tired, I kinda want to like go to bed now but I can't because I'm busy designing things for my cousin's Minecraft party tomorrow, kms.	8.00	0.00
640122136049270020	neutral	The creator of Minecraft may have been unhappy before all of the money and fame.It might be in his DNA.	0.00	4.76
640122291892952960	neutral	@eckoxsoldier TrueTriz said they may be a n update for Minecraft today but it isn't out yet. Have you got any ideas?	0.00	0.00
640153633338686980	positive	Tomorrow i will play Minecraft with by friend!!!	12.50	0.00
640160732911389950	positive	@AshleeeyMaarie you may have not won at Mario Kart, but you proved that Minecraft is your kingdom! #BowDown #LoGLive	5.26	0.00
640241433505591040	positive	So I may have just bought Minecraft.	0.00	0.00
640371934484672000	positive	Good day for vids tomorrow. Stasis, Long Dark, Rebirth and Minecraft!	9.09	0.00
640412683049827970	positive	Tomorrow I'll be streaming Minecraft at 4pm est. See you there #minecraft #PS4 #Twitch	0.00	0.00
640511732956462980	positive	@notch Many thanks for Minecraft! It has enriched my son's life. May you find happiness, fulfillment and success in future endeavours!	14.29	0.00
640602509128690940	positive	@Minecraft Hello, I have an idea for the next version of Minecraft. You may add in Minecraft dirty cobblestone, dirty stone brick, etc.	0.00	0.00
640707748724797060	neutral	Any of you will to watch Minecraft and have Half-life on Friday? Cause that's the only game that's ready to stream that I am willing to play	7.14	0.00
640840095554247940	positive	Holy shit I've been playing Minecraft since Alpha 1.2 (Nov 2010). That is actually crazy. I *do not* want to know how many hours I've logged	3.85	7.69
640849840344308990	neutral	Was taking so long to find a cat in the Minecraft jungle that I may have set it on fire a little in anger. http://t.co/H1njJ309jo	0.00	3.45
640941619731169020	positive	Get ready to watch some Minecraft with me Arena, what a way to spend a monday night eh? http://t.co/EhNokq6TXx @TwitchSharer @twitchhost	4.00	0.00
641032167091478020	positive	All I really want to do is cuddle up in bed and play Minecraft until I fall asleep and not wake up again until like Friday night...	3.70	0.00
641325536707496960	positive	Episode #31 of Minecraft just uploaded. I think the next episode I may go into the Nether. http://t.co/CzxOGcmB5o	0.00	0.00
641361460489096960	positive	I need a 3rd game to record. Any suggestions guys? :) at the moment I have Until Dawn and Minecraft.	5.00	0.00
641378356244672000	positive	Guy I will be streaming live tomorrow starting with a little let's play on Minecraft so tweet what u want to see in the world :)	7.69	0.00
641390564571783040	positive	@AnthonyRicci20 I'm going 2 be posting a tutorial that you asked me 2 do weeks ago in Minecraft. Take a look tomorrow &amp; sorry for the delay	0.00	3.70
641398525910055940	neutral	Well, I dropped the ball... Got a ps4, haven't made any videos between Minecraft and Bloodborne. Tomorrow I'll post two to make up for it!	4.00	0.00
641550310083656960	positive	Longest stream in a while o-o Will be streaming early tomorrow, probably at 1PM PST with some League, Minecraft and CS:GO (maybe) xD	0.00	0.00
641578205351137020	positive	@jeb_ your work on Minecraft appeases the great one. May he rain catnip and milk upon you! @schemaxx	5.56	0.00
641648977524428030	positive	So, I am gonna be going to a Minecraft tournament at SoPro games in Overland Park, Ks on Saturday, October 17 :D (Im gona rek sum nubes)	0.00	0.00
641674758573195010	positive	I liked a @YouTube video from @rsmalec http://t.co/YyXgYJXssC An MHC Conversation with TechnaScribe - September 01 (Minecraft	5.00	0.00
624129218826206980	neutral	Monsanto is trying to make it illegal for you to know what's in your food. They vote tomorrow in the house.... http://t.co/7OslWGfeol	0.00	0.00
624139816955842050	neutral	BASEL (Reuters) - U.S. seed company Monsanto on Thursday renewed its efforts to woo Syngenta AG after the Swis...  http://t.co/40lnSKs6ZM	0.00	0.00
624222914104160000	neutral	@LastWeekTonight please please cover #HR1599 on Sunday! I want to see @iamjohnoliver take on Monsanto!!	13.33	0.00
624381270378834940	negative	I'm going to hang myself if Neil Young plays his dumb Monsanto protest album front to back tomorrow night. Sorry Neil.	4.76	14.29
624390778194926980	negative	@RepMikePompeo Mike I think you are a large piece of cow dung! FDA may have approved GMO's but sir you must be in bed with Monsanto. KOCH	3.70	0.00
624527114474258050	negative	Rock legend Neil Young rightly attacking evil Monsanto @guardianeco @ianpuddick So now he's banned from the BBC http://t.co/Tcw429b2xt	0.00	9.09
